"Group","Harvest_ratio_multiplier"
"Planktivorous_fish",4.06895115761819
"Demersal_fish",0.482684736143531
"Migratory_fish",1.20489166085549
"Benthos_susp-dep",0.106558271968802
"Benthos_carn-scav",0.295884537684664
"Zooplankton_carn",80.1100097175456
"Birds",1.18202480771602
"Pinnipeds",0.546663367529405
"Cetaceans",1.06539810468032
"Macrophytes",3.11419252747474
