"Group","Harvest_ratio_multiplier"
"Planktivorous_fish",4.17753462250235
"Demersal_fish",0.498917556705879
"Migratory_fish",1.26196300471356
"Benthos_susp-dep",0.108572054749674
"Benthos_carn-scav",0.290091635577562
"Zooplankton_carn",81.0234208108125
"Birds",1.2852285956918
"Pinnipeds",0.53266359300588
"Cetaceans",0.978149895875091
"Macrophytes",0.881272969750461
