"Group","Harvest_ratio_multiplier"
"Planktivorous_fish",3.60003727481473
"Demersal_fish",0.48474019848694
"Migratory_fish",1.33117800971266
"Benthos_susp-dep",0.0956431870522463
"Benthos_carn-scav",0.305000784385787
"Zooplankton_carn",92.9264944555781
"Birds",1.18397120445852
"Pinnipeds",0.354456700436116
"Cetaceans",0.777481125045586
"Macrophytes",2.39805450599155
